bin	chr	sta1	end1	len1
12766	5	7463310.5	7534386.5	71076
12767	5	7534386.5	7623222	88835.5
12768	5	7623222	7712534	89312
12769	5	7712534	7785066.5	72532.5
12770	5	7785066.5	7865644.5	80578
12771	5	7865644.5	7865698	53.5
12772	5	7865698	7866433.5	735.5
12773	5	7866433.5	7996605	130171.5
12774	5	7996605	8308120	311515
12775	5	8308120	8465313	157193
12776	5	8465313	8465397	84
12777	5	8465397	8465512.5	115.5
12778	5	8465512.5	8469115	3602.5
12779	5	8469115	8469392.5	277.5
12780	5	8469392.5	8469765	372.5
12781	5	8469765	8469883.5	118.5
12782	5	8469883.5	8469933.5	50
12783	5	8469933.5	8504906	34972.5
12784	5	8504906	8512386.5	7480.5
12785	5	8512386.5	8513555	1168.5
12786	5	8513555	8679034.5	165479.5
12787	5	8679034.5	9185682	506647.5
12788	5	9185682	9186184.5	502.5
12789	5	9186184.5	9186190.5	6
12790	5	9186190.5	9186216	25.5
12791	5	9186216	9187334	1118
12792	5	9187334	9189888.5	2554.5
12793	5	9189888.5	9228547.5	38659
12794	5	9228547.5	9341305.5	112758
12795	5	9341305.5	9341331.5	26
12796	5	9341331.5	9341395.5	64
12797	5	9341395.5	9484462.5	143067
12798	5	9484462.5	9633869	149406.5
12799	5	9633869	9644364	10495
12800	5	9644364	9695333	50969
12801	5	9695333	9702132	6799
12802	5	9702132	9707828.5	5696.5
12803	5	9707828.5	9816368.5	108540
12804	5	9816368.5	9912122	95753.5
12805	5	9912122	9912176	54
12806	5	9912176	9912734	558
12807	5	9912734	9924873.5	12139.5
12808	5	9924873.5	9931864.5	6991
12809	5	9931864.5	9936259.5	4395
12810	5	9936259.5	9954416	18156.5
12811	5	9954416	10096303.5	141887.5
12812	5	10096303.5	10096322	18.5
12813	5	10096322	10101294	4972
12814	5	10101294	10167114	65820
12815	5	10167114	10237463	70349
12816	5	10237463	10287456	49993
12817	5	10287456	10442214	154758
12818	5	10442214	10451062	8848
12819	5	10451062	10451217.5	155.5
12820	5	10451217.5	10451278	60.5
12821	5	10451278	10451291	13
12822	5	10451291	10452777.5	1486.5
12823	5	10452777.5	10454275.5	1498
12824	5	10454275.5	10454511	235.5
12825	5	10454511	10454523	12
12826	5	10454523	10554004	99481
12827	5	10554004	10607971.5	53967.5
12828	5	10607971.5	10688541	80569.5
12829	5	10688541	10690859	2318
12830	5	10690859	10691456.5	597.5
12831	5	10691456.5	10691861.5	405
12832	5	10691861.5	10794325.5	102464
12833	5	10794325.5	10794354	28.5
12834	5	10794354	10799866.5	5512.5
12835	5	10799866.5	10800600	733.5
12836	5	10800600	10802578.5	1978.5
12837	5	10802578.5	10803287	708.5
12838	5	10803287	10813260.5	9973.5
12839	5	10813260.5	10817198.5	3938
12840	5	10817198.5	10820012.5	2814
12841	5	10820012.5	10822433.5	2421
12842	5	10822433.5	10822618.5	185
12843	5	10822618.5	10822797	178.5
12844	5	10822797	10842955.5	20158.5
12845	5	10842955.5	10964009.5	121054
12846	5	10964009.5	10967489.5	3480
12847	5	10967489.5	10970974.5	3485
12848	5	10970974.5	10974202.5	3228
12849	5	10974202.5	10991434.5	17232
12850	5	10991434.5	11360376	368941.5
12851	5	11360376	11361114	738
12852	5	11361114	11362870	1756
12853	5	11362870	11374917.5	12047.5
12854	5	11374917.5	11376702	1784.5
12855	5	11376702	11377346.5	644.5
12856	5	11377346.5	11406790.5	29444
12857	5	11406790.5	11409258	2467.5
12858	5	11409258	11409434	176
12859	5	11409434	11410705	1271
12860	5	11410705	11515889	105184
12861	5	11515889	11539311.5	23422.5
12862	5	11539311.5	11542248	2936.5
12863	5	11542248	11617092.5	74844.5
12864	5	11617092.5	11617621.5	529
12865	5	11617621.5	11617689.5	68
12866	5	11617689.5	11768082	150392.5
12867	5	11768082	11832578	64496
12868	5	11832578	11833315.5	737.5
12869	5	11833315.5	11833640	324.5
12870	5	11833640	11833764	124
12871	5	11833764	11834146	382
12872	5	11834146	11834592.5	446.5
12873	5	11834592.5	11835981	1388.5
12874	5	11835981	11838527.5	2546.5
12875	5	11838527.5	11888938	50410.5
12876	5	11888938	11917688.5	28750.5
12877	5	11917688.5	11927837.5	10149
12878	5	11927837.5	11955065.5	27228
12879	5	11955065.5	11961664.5	6599
12880	5	11961664.5	11966965.5	5301
12881	5	11966965.5	12165359	198393.5
12882	5	12165359	12196152	30793
12883	5	12196152	12280715.5	84563.5
12884	5	12280715.5	12283737	3021.5
12885	5	12283737	12298197	14460
12886	5	12298197	12401861	103664
12887	5	12401861	12402244.5	383.5
12888	5	12402244.5	12534724	132479.5
12889	5	12534724	12535199.5	475.5
12890	5	12535199.5	12536220.5	1021
12891	5	12536220.5	12537318	1097.5
12892	5	12537318	12538893	1575
12893	5	12538893	12540424.5	1531.5
12894	5	12540424.5	12557091	16666.5
12895	5	12557091	12572437.5	15346.5
12896	5	12572437.5	12572491.5	54
12897	5	12572491.5	12577864.5	5373
12898	5	12577864.5	12580989.5	3125
12899	5	12580989.5	12584187	3197.5
12900	5	12584187	12584259	72
12901	5	12584259	12584400.5	141.5
12902	5	12584400.5	12594583	10182.5
12903	5	12594583	12595068.5	485.5
12904	5	12595068.5	12787754	192685.5
12905	5	12787754	13021227	233473
12906	5	13021227	13057309.5	36082.5
12907	5	13057309.5	13136632	79322.5
12908	5	13136632	13199758.5	63126.5
12909	5	13199758.5	13199843	84.5
12910	5	13199843	13232932.5	33089.5
12911	5	13232932.5	13265222.5	32290
12912	5	13265222.5	13288610.5	23388
12913	5	13288610.5	13293478.5	4868
12914	5	13293478.5	13294335	856.5
12915	5	13294335	13294611	276
12916	5	13294611	13373058.5	78447.5
12917	5	13373058.5	13590931.5	217873
12918	5	13590931.5	13608263.5	17332
12919	5	13608263.5	13616032.5	7769
12920	5	13616032.5	13616042	9.5
12921	5	13616042	13630042	14000
12922	5	13630042	13643228.5	13186.5
12923	5	13643228.5	13655267	12038.5
12924	5	13655267	13655691.5	424.5
12925	5	13655691.5	13664643	8951.5
12926	5	13664643	13713108	48465
12927	5	13713108	13818796	105688
12928	5	13818796	13896932.5	78136.5
12929	5	13896932.5	14090240	193307.5
12930	5	14090240	14093153	2913
12931	5	14093153	14121794.5	28641.5
12932	5	14121794.5	14142402.5	20608
12933	5	14142402.5	14310756	168353.5
12934	5	14310756	14469299	158543
12935	5	14469299	14486707.5	17408.5
12936	5	14486707.5	14535313	48605.5
12937	5	14535313	14577572.5	42259.5
12938	5	14577572.5	14577598	25.5
12939	5	14577598	14624025.5	46427.5
12940	5	14624025.5	14624079	53.5
12941	5	14624079	14627198	3119
12942	5	14627198	14630461	3263
12943	5	14630461	14797800	167339
12944	5	14797800	14987059.5	189259.5
12945	5	14987059.5	15148533	161473.5
12946	5	15148533	15148642	109
12947	5	15148642	15150454	1812
12948	5	15150454	15151054.5	600.5
12949	5	15151054.5	15151855.5	801
12950	5	15151855.5	15181949.5	30094
12951	5	15181949.5	15212021.5	30072
12952	5	15212021.5	15212500.5	479
12953	5	15212500.5	15212524.5	24
12954	5	15212524.5	15283370.5	70846
12955	5	15283370.5	15346929.5	63559
12956	5	15346929.5	15347513.5	584
12957	5	15347513.5	15347659.5	146
12958	5	15347659.5	15437162.5	89503
12959	5	15437162.5	15437399	236.5
12960	5	15437399	15523655	86256
12961	5	15523655	15567134.5	43479.5
12962	5	15567134.5	15567334.5	200
12963	5	15567334.5	15623939.5	56605
12964	5	15623939.5	15719204	95264.5
12965	5	15719204	15722694.5	3490.5
12966	5	15722694.5	15722947	252.5
12967	5	15722947	15723323	376
12968	5	15723323	15723517	194
12969	5	15723517	15725814	2297
12970	5	15725814	15730899	5085
12971	5	15730899	15743148.5	12249.5
12972	5	15743148.5	15745203	2054.5
12973	5	15745203	15839354	94151
12974	5	15839354	15858563.5	19209.5
12975	5	15858563.5	15859319.5	756
12976	5	15859319.5	15859916	596.5
12977	5	15859916	15899750	39834
12978	5	15899750	15899973	223
12979	5	15899973	16026997	127024
12980	5	16026997	16078690.5	51693.5
12981	5	16078690.5	16160961.5	82271
12982	5	16160961.5	16326642.5	165681
12983	5	16326642.5	16386691.5	60049
12984	5	16386691.5	16446165	59473.5
12985	5	16446165	16560023.5	113858.5
12986	5	16560023.5	16584206.5	24183
12987	5	16584206.5	16617250.5	33044
12988	5	16617250.5	16626525.5	9275
12989	5	16626525.5	16667472	40946.5
12990	5	16667472	16723219.5	55747.5
12991	5	16723219.5	16807613	84393.5
12992	5	16807613	16815910.5	8297.5
12993	5	16815910.5	16897136.5	81226
12994	5	16897136.5	16949320	52183.5
12995	5	16949320	17079252	129932
12996	5	17079252	17082460	3208
12997	5	17082460	17083108	648
12998	5	17083108	17115015.5	31907.5
12999	5	17115015.5	17116467	1451.5
13000	5	17116467	17116579.5	112.5
13001	5	17116579.5	17116970	390.5
13002	5	17116970	17117402	432
13003	5	17117402	17117536.5	134.5
13004	5	17117536.5	17120832	3295.5
13005	5	17120832	17120996.5	164.5
13006	5	17120996.5	17121153	156.5
13007	5	17121153	17139651	18498
13008	5	17139651	17147190.5	7539.5
13009	5	17147190.5	17147875.5	685
13010	5	17147875.5	17149606.5	1731
13011	5	17149606.5	17149648	41.5
13012	5	17149648	17181806	32158
13013	5	17181806	17233077	51271
13014	5	17233077	17294438.5	61361.5
13015	5	17294438.5	17331437.5	36999
13016	5	17331437.5	17646840	315402.5
13017	5	17646840	17680301.5	33461.5
13018	5	17680301.5	17883776	203474.5
13019	5	17883776	17975039	91263
13020	5	17975039	17979238.5	4199.5
13021	5	17979238.5	18063982.5	84744
13022	5	18063982.5	18195924	131941.5
13023	5	18195924	18370453.5	174529.5
13024	5	18370453.5	18387454.5	17001
13025	5	18387454.5	18460907	73452.5
13026	5	18460907	18510505.5	49598.5
13027	5	18510505.5	18599103.5	88598
13028	5	18599103.5	18599195	91.5
13029	5	18599195	18652257	53062
13030	5	18652257	18652638.5	381.5
13031	5	18652638.5	18653964.5	1326
13032	5	18653964.5	18690300.5	36336
13033	5	18690300.5	19066961.5	376661
13034	5	19066961.5	19152005	85043.5
13035	5	19152005	19180672	28667
13036	5	19180672	19281759	101087
13037	5	19281759	19295689	13930
13038	5	19295689	19329566.5	33877.5
13039	5	19329566.5	19462494.5	132928
13040	5	19462494.5	19464550	2055.5
13041	5	19464550	19480940.5	16390.5
13042	5	19480940.5	19481001	60.5
13043	5	19481001	19691406.5	210405.5
13044	5	19691406.5	19777448.5	86042
13045	5	19777448.5	19783875.5	6427
13046	5	19783875.5	19788100	4224.5
13047	5	19788100	19788203.5	103.5
13048	5	19788203.5	19926497.5	138294
13049	5	19926497.5	19931363.5	4866
13050	5	19931363.5	19935626.5	4263
13051	5	19935626.5	20034399.5	98773
13052	5	20034399.5	20326617	292217.5
13053	5	20326617	20693276.5	366659.5
13054	5	20693276.5	20785675	92398.5
13055	5	20785675	20830617.5	44942.5
13056	5	20830617.5	20925776	95158.5
13057	5	20925776	20930773.5	4997.5
13058	5	20930773.5	20933289	2515.5
13059	5	20933289	20938282	4993
13060	5	20938282	20938374	92
13061	5	20938374	20940173	1799
13062	5	20940173	20940295	122
13063	5	20940295	20940440.5	145.5
13064	5	20940440.5	20940500	59.5
13065	5	20940500	20991414	50914
13066	5	20991414	20991861	447
13067	5	20991861	21045955	54094
13068	5	21045955	21048486.5	2531.5
13069	5	21048486.5	21049911.5	1425
13070	5	21049911.5	21061071.5	11160
13071	5	21061071.5	21061108	36.5
13072	5	21061108	21061543	435
13073	5	21061543	21079798	18255
13074	5	21079798	21096061.5	16263.5
13075	5	21096061.5	21167306	71244.5
13076	5	21167306	21237524.5	70218.5
13077	5	21237524.5	21336093	98568.5
13078	5	21336093	21345525.5	9432.5
13079	5	21345525.5	21438426.5	92901
13080	5	21438426.5	21467970.5	29544
13081	5	21467970.5	21468221	250.5
13082	5	21468221	21468347	126
13083	5	21468347	21593679	125332
13084	5	21593679	21597369.5	3690.5
13085	5	21597369.5	21598336.5	967
13086	5	21598336.5	21611486	13149.5
13087	5	21611486	22019250	407764
13088	5	22019250	22022097	2847
13089	5	22022097	22030237	8140
13090	5	22030237	22121100	90863
13091	5	22121100	22150488	29388
13092	5	22150488	22570357	419869
13093	5	22570357	22570397	40
13094	5	22570397	22570533	136
13095	5	22570533	22575336.5	4803.5
13096	5	22575336.5	22672758	97421.5
13097	5	22672758	22800549.5	127791.5
13098	5	22800549.5	22823844	23294.5
13099	5	22823844	22824452	608
13100	5	22824452	22824472	20
13101	5	22824472	22825142.5	670.5
13102	5	22825142.5	23016769	191626.5
13103	5	23016769	23016855	86
13104	5	23016855	23017124.5	269.5
13105	5	23017124.5	23041043	23918.5
13106	5	23041043	23103543.5	62500.5
13107	5	23103543.5	23281901	178357.5
13108	5	23281901	23357708.5	75807.5
13109	5	23357708.5	23461577.5	103869
13110	5	23461577.5	23476009	14431.5
13111	5	23476009	23478386.5	2377.5
13112	5	23478386.5	23481602	3215.5
13113	5	23481602	23520797.5	39195.5
13114	5	23520797.5	23769170	248372.5
13115	5	23769170	24113225	344055
13116	5	24113225	24155412	42187
13117	5	24155412	24165654	10242
13118	5	24165654	24318145.5	152491.5
13119	5	24318145.5	24395345	77199.5
13120	5	24395345	24416750.5	21405.5
13121	5	24416750.5	24438126	21375.5
13122	5	24438126	24739534	301408
13123	5	24739534	24739602	68
13124	5	24739602	24740716.5	1114.5
13125	5	24740716.5	24741132	415.5
13126	5	24741132	24741306	174
13127	5	24741306	24741465	159
13128	5	24741465	24741499.5	34.5
13129	5	24741499.5	24855089	113589.5
13130	5	24855089	24978769.5	123680.5
13131	5	24978769.5	25025682	46912.5
13132	5	25025682	25305854	280172
13133	5	25305854	25593449.5	287595.5
13134	5	25593449.5	25593700	250.5
13135	5	25593700	25608211	14511
13136	5	25608211	25608346.5	135.5
13137	5	25608346.5	25704203.5	95857
13138	5	25704203.5	25725619	21415.5
13139	5	25725619	25725634	15
13140	5	25725634	25725651.5	17.5
13141	5	25725651.5	25736147.5	10496
13142	5	25736147.5	25807231.5	71084
13143	5	25807231.5	25930854	123622.5
13144	5	25930854	25957821.5	26967.5
13145	5	25957821.5	26010451.5	52630
13146	5	26010451.5	26045006.5	34555
13147	5	26045006.5	26049897	4890.5
13148	5	26049897	26677538.5	627641.5
13149	5	26677538.5	26719388	41849.5
13150	5	26719388	26876835.5	157447.5
13151	5	26876835.5	27208489.5	331654
13152	5	27208489.5	27244938.5	36449
13153	5	27244938.5	27267894	22955.5
13154	5	27267894	27269445	1551
13155	5	27269445	27294667	25222
13156	5	27294667	27298566.5	3899.5
13157	5	27298566.5	27335691.5	37125
13158	5	27335691.5	27369720	34028.5
13159	5	27369720	27389386.5	19666.5
13160	5	27389386.5	27545505.5	156119
13161	5	27545505.5	27557310	11804.5
13162	5	27557310	27613320	56010
13163	5	27613320	27686008.5	72688.5
13164	5	27686008.5	27714748	28739.5
13165	5	27714748	27715017	269
13166	5	27715017	27769198	54181
13167	5	27769198	27769217	19
13168	5	27769217	27769237	20
13169	5	27769237	27805134	35897
13170	5	27805134	27875472.5	70338.5
13171	5	27875472.5	28081965.5	206493
13172	5	28081965.5	28228507.5	146542
13173	5	28228507.5	28254848	26340.5
13174	5	28254848	28440563.5	185715.5
13175	5	28440563.5	28445166.5	4603
13176	5	28445166.5	28445476	309.5
13177	5	28445476	28454856	9380
13178	5	28454856	28718671.5	263815.5
13179	5	28718671.5	29078237.5	359566
13180	5	29078237.5	29105640	27402.5
13181	5	29105640	29350867	245227
13182	5	29350867	29923668.5	572801.5
13183	5	29923668.5	29925766	2097.5
13184	5	29925766	30085787.5	160021.5
13185	5	30085787.5	30104347	18559.5
13186	5	30104347	30108088	3741
13187	5	30108088	30110011	1923
13188	5	30110011	30112299.5	2288.5
13189	5	30112299.5	30171366.5	59067
13190	5	30171366.5	30231480.5	60114
13191	5	30231480.5	30320790	89309.5
13192	5	30320790	30528226	207436
13193	5	30528226	30631021	102795
13194	5	30631021	30767335	136314
13195	5	30767335	30966887.5	199552.5
13196	5	30966887.5	30970421.5	3534
13197	5	30970421.5	31002656	32234.5
13198	5	31002656	31002748	92
13199	5	31002748	31010513	7765
13200	5	31010513	31012991.5	2478.5
13201	5	31012991.5	31146680.5	133689
13202	5	31146680.5	31147083	402.5
13203	5	31147083	31239287.5	92204.5
13204	5	31239287.5	31240658.5	1371
13205	5	31240658.5	31242022	1363.5
13206	5	31242022	31242795.5	773.5
13207	5	31242795.5	31331527	88731.5
13208	5	31331527	31331809.5	282.5
13209	5	31331809.5	31331971	161.5
13210	5	31331971	31335628	3657
13211	5	31335628	31360969	25341
13212	5	31360969	31449438.5	88469.5
13213	5	31449438.5	31705799.5	256361
13214	5	31705799.5	31705845	45.5
13215	5	31705845	31717281	11436
13216	5	31717281	31717390.5	109.5
13217	5	31717390.5	31748712	31321.5
13218	5	31748712	31748729	17
13219	5	31748729	31754704.5	5975.5
13220	5	31754704.5	31835139	80434.5
13221	5	31835139	31845793.5	10654.5
13222	5	31845793.5	31925431	79637.5
13223	5	31925431	31927440.5	2009.5
13224	5	31927440.5	31930155.5	2715
13225	5	31930155.5	31935450	5294.5
13226	5	31935450	31936324	874
13227	5	31936324	31937232	908
13228	5	31937232	31937304	72
13229	5	31937304	32045459.5	108155.5
13230	5	32045459.5	32254405.5	208946
13231	5	32254405.5	32413728	159322.5
13232	5	32413728	32663397.5	249669.5
13233	5	32663397.5	32664522	1124.5
13234	5	32664522	32665251	729
13235	5	32665251	32865493.5	200242.5
13236	5	32865493.5	32984223	118729.5
13237	5	32984223	33120436	136213
13238	5	33120436	33160126.5	39690.5
13239	5	33160126.5	33161111.5	985
13240	5	33161111.5	33202602	41490.5
13241	5	33202602	33220533	17931
13242	5	33220533	33311933	91400
13243	5	33311933	33326280.5	14347.5
13244	5	33326280.5	33461107.5	134827
13245	5	33461107.5	33515242	54134.5
13246	5	33515242	33515773	531
13247	5	33515773	33515967.5	194.5
13248	5	33515967.5	33576886.5	60919
13249	5	33576886.5	33713695.5	136809
13250	5	33713695.5	33801529	87833.5
13251	5	33801529	33840803	39274
13252	5	33840803	33905225	64422
13253	5	33905225	34061559.5	156334.5
13254	5	34061559.5	34248309	186749.5
13255	5	34248309	34623843.5	375534.5
13256	5	34623843.5	34798873	175029.5
13257	5	34798873	34800692.5	1819.5
13258	5	34800692.5	34800771	78.5
13259	5	34800771	34810873	10102
13260	5	34810873	34820916	10043
13261	5	34820916	34977301	156385
13262	5	34977301	35170691	193390
13263	5	35170691	35289419.5	118728.5
13264	5	35289419.5	35509730	220310.5
13265	5	35509730	35509763	33
13266	5	35509763	35540560.5	30797.5
13267	5	35540560.5	35541645.5	1085
13268	5	35541645.5	35541708	62.5
13269	5	35541708	35556734.5	15026.5
13270	5	35556734.5	35616213	59478.5
13271	5	35616213	35617769.5	1556.5
13272	5	35617769.5	35656373.5	38604
13273	5	35656373.5	35657178.5	805
13274	5	35657178.5	35658484	1305.5
13275	5	35658484	35669408.5	10924.5
13276	5	35669408.5	35675593	6184.5
13277	5	35675593	35675652.5	59.5
13278	5	35675652.5	36122961	447308.5
13279	5	36122961	36638163	515202
13280	5	36638163	36672587	34424
13281	5	36672587	36966547	293960
13282	5	36966547	37906845.5	940298.5
13283	5	37906845.5	38181637	274791.5
13284	5	38181637	38242267.5	60630.5
13285	5	38242267.5	38245007.5	2740
13286	5	38245007.5	38250571	5563.5
13287	5	38250571	38708097.5	457526.5
13288	5	38708097.5	38863768	155670.5
13289	5	38863768	39013556.5	149788.5
13290	5	39013556.5	39013625	68.5
13291	5	39013625	39016881.5	3256.5
13292	5	39016881.5	39167907.5	151026
13293	5	39167907.5	39278457	110549.5
13294	5	39278457	39485102	206645
13295	5	39485102	39691055	205953
13296	5	39691055	39760183.5	69128.5
13297	5	39760183.5	40306223	546039.5
13298	5	40306223	40828351.5	522128.5
13299	5	40828351.5	41287044	458692.5
13300	5	41287044	41426368.5	139324.5
13301	5	41426368.5	42291119.5	864751
13302	5	42291119.5	42431054	139934.5
13303	5	42431054	42579075	148021
13304	5	42579075	42928026.5	348951.5
13305	5	42928026.5	43015883	87856.5
13306	5	43015883	43262428	246545
13307	5	43262428	43329327.5	66899.5
13308	5	43329327.5	43707070	377742.5
13309	5	43707070	43894857.5	187787.5
13310	5	43894857.5	45318495	1423637.5
13311	5	45318495	45407419	88924
13312	5	45407419	45451646.5	44227.5
13313	5	45451646.5	45464436.5	12790
13314	5	45464436.5	45465639.5	1203
13315	5	45465639.5	45632853	167213.5
13316	5	45632853	45633432.5	579.5
13317	5	45633432.5	45787343.5	153911
13318	5	45787343.5	46456635.5	669292
13319	5	46456635.5	46834526	377890.5
13320	5	46834526	47123595	289069
13321	5	47123595	47546534	422939
13322	5	47546534	47546649	115
13323	5	47546649	47548032.5	1383.5
13324	5	47548032.5	47584296	36263.5
13325	5	47584296	47584757.5	461.5
13326	5	47584757.5	47657586.5	72829
13327	5	47657586.5	47904585	246998.5
13328	5	47904585	48171696	267111
13329	5	48171696	48438898.5	267202.5
13330	5	48438898.5	48471121.5	32223
13331	5	48471121.5	48479873	8751.5
13332	5	48479873	48758089	278216
13333	5	48758089	48864421	106332
13334	5	48864421	48870426.5	6005.5
13335	5	48870426.5	48870565	138.5
13336	5	48870565	48889843.5	19278.5
13337	5	48889843.5	48909677	19833.5
13338	5	48909677	48912114	2437
13339	5	48912114	48925013	12899
13340	5	48925013	49129044.5	204031.5
13341	5	49129044.5	49163727	34682.5
13342	5	49163727	49189172.5	25445.5
13343	5	49189172.5	49189350.5	178
13344	5	49189350.5	49233631.5	44281
13345	5	49233631.5	49377590.5	143959
13346	5	49377590.5	49461908.5	84318
13347	5	49461908.5	49587576	125667.5
13348	5	49587576	49603828.5	16252.5
13349	5	49603828.5	49615880.5	12052
13350	5	49615880.5	49686923	71042.5
13351	5	49686923	49736821	49898
13352	5	49736821	49879551.5	142730.5
13353	5	49879551.5	50067395	187843.5
13354	5	50067395	50069635	2240
13355	5	50069635	50074601	4966
13356	5	50074601	50089665	15064
13357	5	50089665	50440950.5	351285.5
13358	5	50440950.5	50662478	221527.5
13359	5	50662478	50684935.5	22457.5
13360	5	50684935.5	50685962.5	1027
13361	5	50685962.5	50687501.5	1539
13362	5	50687501.5	50698442	10940.5
13363	5	50698442	50699112	670
13364	5	50699112	50749270.5	50158.5
13365	5	50749270.5	50754888	5617.5
13366	5	50754888	51285905.5	531017.5
13367	5	51285905.5	51286115	209.5
13368	5	51286115	51392990.5	106875.5
13369	5	51392990.5	51544901	151910.5
13370	5	51544901	51701038	156137
13371	5	51701038	51701092	54
13372	5	51701092	51713243.5	12151.5
13373	5	51713243.5	51713847	603.5
13374	5	51713847	51915152.5	201305.5
13375	5	51915152.5	51949774.5	34622
13376	5	51949774.5	51971210	21435.5
13377	5	51971210	52053586	82376
13378	5	52053586	52317933.5	264347.5
13379	5	52317933.5	52325538.5	7605
13380	5	52325538.5	52453159.5	127621
13381	5	52453159.5	52453396.5	237
13382	5	52453396.5	52662899.5	209503
13383	5	52662899.5	52692097	29197.5
13384	5	52692097	52810592	118495
13385	5	52810592	53133039.5	322447.5
13386	5	53133039.5	53557879.5	424840
13387	5	53557879.5	53641966.5	84087
13388	5	53641966.5	53798328	156361.5
13389	5	53798328	54156352	358024
13390	5	54156352	54904101	747749
13391	5	54904101	55193739.5	289638.5
13392	5	55193739.5	55193838.5	99
13393	5	55193838.5	55195588	1749.5
13394	5	55195588	55226097	30509
13395	5	55226097	55226199	102
13396	5	55226199	55441913.5	215714.5
13397	5	55441913.5	55459792.5	17879
13398	5	55459792.5	55696187.5	236395
13399	5	55696187.5	55816400.5	120213
13400	5	55816400.5	55844060.5	27660
13401	5	55844060.5	55848763.5	4703
13402	5	55848763.5	55972172.5	123409
13403	5	55972172.5	56315125.5	342953
13404	5	56315125.5	56403103.5	87978
13405	5	56403103.5	56403731	627.5
13406	5	56403731	56567825.5	164094.5
13407	5	56567825.5	56762290.5	194465
13408	5	56762290.5	56762317.5	27
13409	5	56762317.5	56807093	44775.5
13410	5	56807093	56807423	330
13411	5	56807423	57017060.5	209637.5
13412	5	57017060.5	57235843	218782.5
13413	5	57235843	57411080.5	175237.5
13414	5	57411080.5	57411722.5	642
13415	5	57411722.5	57932955	521232.5
13416	5	57932955	57973694	40739
13417	5	57973694	58174726.5	201032.5
13418	5	58174726.5	58392811	218084.5
13419	5	58392811	58418379	25568
13420	5	58418379	58871877.5	453498.5
13421	5	58871877.5	58981153.5	109276
13422	5	58981153.5	58982463.5	1310
13423	5	58982463.5	59004558.5	22095
13424	5	59004558.5	59043615.5	39057
13425	5	59043615.5	59312466.5	268851
13426	5	59312466.5	59439384.5	126918
13427	5	59439384.5	59501002	61617.5
13428	5	59501002	59632452	131450
13429	5	59632452	59632495.5	43.5
13430	5	59632495.5	59633330	834.5
13431	5	59633330	59633671.5	341.5
13432	5	59633671.5	60004386.5	370715
13433	5	60004386.5	60017734.5	13348
13434	5	60017734.5	60204026	186291.5
13435	5	60204026	60312187.5	108161.5
13436	5	60312187.5	60314248.5	2061
13437	5	60314248.5	60601776	287527.5
13438	5	60601776	60637431	35655
13439	5	60637431	60638177	746
13440	5	60638177	60717090.5	78913.5
13441	5	60717090.5	60795200	78109.5
13442	5	60795200	60800435	5235
13443	5	60800435	60803083.5	2648.5
13444	5	60803083.5	61077239.5	274156
13445	5	61077239.5	61443798.5	366559
13446	5	61443798.5	61559626.5	115828
13447	5	61559626.5	61688517	128890.5
13448	5	61688517	61820256	131739
13449	5	61820256	61978066	157810
13450	5	61978066	62137628.5	159562.5
13451	5	62137628.5	62137840	211.5
13452	5	62137840	62138270	430
13453	5	62138270	62138735.5	465.5
13454	5	62138735.5	62227128.5	88393
13455	5	62227128.5	62391420.5	164292
13456	5	62391420.5	62926240	534819.5
13457	5	62926240	63224648.5	298408.5
13458	5	63224648.5	63357581.5	132933
13459	5	63357581.5	63415411	57829.5
13460	5	63415411	64141732.5	726321.5
13461	5	64141732.5	64315202.5	173470
13462	5	64315202.5	64362175.5	46973
13463	5	64362175.5	64398020	35844.5
13464	5	64398020	64535480	137460
13465	5	64535480	64574276	38796
13466	5	64574276	64574955.5	679.5
13467	5	64574955.5	64652040	77084.5
13468	5	64652040	64892013	239973
13469	5	64892013	64994974.5	102961.5
13470	5	64994974.5	65236497	241522.5
13471	5	65236497	65239000	2503
13472	5	65239000	65240553.5	1553.5
13473	5	65240553.5	65246180.5	5627
13474	5	65246180.5	65249029.5	2849
13475	5	65249029.5	65251906	2876.5
13476	5	65251906	65446942	195036
13477	5	65446942	65480117	33175
13478	5	65480117	65481518.5	1401.5
13479	5	65481518.5	65484725.5	3207
13480	5	65484725.5	65568922.5	84197
13481	5	65568922.5	65569015.5	93
13482	5	65569015.5	65569037.5	22
13483	5	65569037.5	65688728.5	119691
13484	5	65688728.5	65809970.5	121242
13485	5	65809970.5	65917033.5	107063
13486	5	65917033.5	65979136.5	62103
13487	5	65979136.5	65984516.5	5380
13488	5	65984516.5	65985158	641.5
13489	5	65985158	65988444.5	3286.5
13490	5	65988444.5	66052728	64283.5
13491	5	66052728	66065632	12904
13492	5	66065632	66065722.5	90.5
13493	5	66065722.5	66091376	25653.5
13494	5	66091376	66105624.5	14248.5
13495	5	66105624.5	66136990	31365.5
13496	5	66136990	66220928	83938
13497	5	66220928	66420670	199742
13498	5	66420670	66420699	29
13499	5	66420699	66420714.5	15.5
13500	5	66420714.5	66422974.5	2260
13501	5	66422974.5	66427266	4291.5
13502	5	66427266	66622694	195428
13503	5	66622694	66622803.5	109.5
13504	5	66622803.5	66791738	168934.5
13505	5	66791738	66856618	64880
13506	5	66856618	66858131.5	1513.5
13507	5	66858131.5	66875211.5	17080
13508	5	66875211.5	66882516.5	7305
13509	5	66882516.5	66882794.5	278
